Image filename,Image #,Cluster Tracking ID,Class,Cluster Pixel Area,Relative Cluster Area,Cluster Height,Cluster Width,Relative Height,Relative Width
after_filtering_predictions_downloaded_image_0.png,1,0,0,3246.5,38.31164268002682,63.846527,79.38788,6.59,9.076
